Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
32369899,01/08/2016 01:59:00 PM,01/09/2016 12:00:00 PM,DSNY,A - Brooklyn,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,11226,245 LENOX ROAD,LENOX ROAD,ROGERS AVENUE,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,01/09/2016 12:00:00 PM,17 BROOKLYN,3050660079,BROOKLYN,997754,177577,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.654074231138665,-73.95133199564049,"(40.654074231138665, -73.95133199564049)"
32369900,01/08/2016 09:02:00 PM,01/09/2016 12:30:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,CASTLE HILL AVE,WESTCHESTER AVE,INTERSECTION,,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,01/09/2016 12:30:00 PM,Unspecified BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,,,,,,,
32369901,01/08/2016 06:30:26 AM,01/08/2016 10:01:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,10467,3421 WHITE PLAINS ROAD,WHITE PLAINS ROAD,EAST GUN HILL ROAD,MAGENTA STREET,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,01/08/2016 10:01:00 AM,12 BRONX,2046280057,BRONX,1021025,258408,UNKNOWN,Unspecified,BRONX,,,,,,,,40.87586798990697,-73.86702187844301,"(40.87586798990697, -73.86702187844301)"
32369902,01/08/2016 12:23:20 AM,01/08/2016 07:10:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11354,28-11 120 STREET,120 STREET,28 AVENUE,29 AVENUE,,,ADDRESS,Flushing,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,01/08/2016 07:10:00 PM,07 QUEENS,4043170041,QUEENS,1026384,220902,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.77290088200209,-73.84787933041102,"(40.77290088200209, -73.84787933041102)"
32369903,01/08/2016 12:00:00 AM,02/29/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10312,483 WINCHESTER AVENUE,WINCHESTER AVENUE,OAKDALE STREET,OLD AMBOY ROAD,,,ADDRESS,STATEN ISLAND,,N/A,Closed,02/07/2016 03:37:36 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,02/29/2016 12:00:00 AM,03 STATEN ISLAND,5052380022,STATEN ISLAND,939311,137222,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.543204391590365,-74.16169016371286,"(40.543204391590365, -74.16169016371286)"
32369904,01/08/2016 03:02:38 PM,01/19/2016 08:36:34 AM,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,Street,10462,820 LYDIG AVENUE,LYDIG AVENUE,BARNES AVENUE,MATTHEWS AVENUE,,,ADDRESS,BRONX,,N/A,Closed,01/13/2016 03:02:38 PM,The Department of Parks and Recreation has corrected the condition.,01/19/2016 08:36:34 AM,11 BRONX,2042930031,BRONX,1022112,250590,PHONE,Unspecified,BRONX,,,,,,,,40.85440538055825,-73.86313547056947,"(40.85440538055825, -73.86313547056947)"
32369905,01/08/2016 11:50:07 PM,01/09/2016 06:13:49 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10019,859 9 AVENUE,9 AVENUE,WEST 55 STREET,WEST 56 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,01/09/2016 07:50:07 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/09/2016 06:13:49 AM,04 MANHATTAN,1010650036,MANHATTAN,988041,218755,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.76710752891153,-73.98631416418456,"(40.76710752891153, -73.98631416418456)"
32369908,01/06/2016 11:17:31 AM,01/07/2016 10:30:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11434,SOUTH CONDUIT AVENUE,SOUTH CONDUIT AVENUE,BEP EASTBOUND EXIT   22,180 STREET,,,BLOCKFACE,Jamaica,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,01/07/2016 10:30:00 AM,13 QUEENS,,QUEENS,1049722,182130,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.666339428944035,-73.76399724593531,"(40.666339428944035, -73.76399724593531)"
32369909,01/06/2016 11:13:11 AM,01/07/2016 09:02:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11434,177-50 SOUTH CONDUIT AVENUE,SOUTH CONDUIT AVENUE,177 STREET,GUY R BREWER BOULEVARD,,,ADDRESS,Jamaica,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,01/07/2016 09:02:00 AM,13 QUEENS,4132927501,QUEENS,1048037,182332,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.66690617220781,-73.77006911873869,"(40.66690617220781, -73.77006911873869)"
32369910,01/08/2016 10:51:22 AM,03/09/2016 06:29:36 AM,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,11214,7820 NEW UTRECHT AVENUE,NEW UTRECHT AVENUE,78 STREET,79 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,03/08/2016 10:51:22 AM,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please make a new complaint.",03/09/2016 06:29:36 AM,11 BROOKLYN,3062590044,BROOKLYN,984056,162671,PHONE,Unspecified,BROOKLYN,,,,,,,,40.61317071855648,-74.00069874164079,"(40.61317071855648, -74.00069874164079)"
32369911,01/08/2016 11:42:04 AM,01/08/2016 11:42:04 AM,DOT,Department of Transportation,Street Condition,Pothole,,10462,1817 COLDEN AVENUE,COLDEN AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,01/08/2016 11:42:04 AM,11 BRONX,2041260028,BRONX,1023897,248480,UNKNOWN,Unspecified,BRONX,,,,,,,,40.848606228880776,-73.85669549583208,"(40.848606228880776, -73.85669549583208)"
32369918,01/08/2016 05:29:00 PM,01/11/2016 12:00:00 PM,DSNY,A - Brooklyn,Recycling Enforcement,ER1 Resident Recyc. (Owner/Manager,Sidewalk,11222,145 DRIGGS AVENUE,DRIGGS AVENUE,HUMBOLDT STREET,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,01/11/2016 12:00:00 PM,01 BROOKLYN,3027020024,BROOKLYN,999677,202712,PHONE,Unspecified,BROOKLYN,,,,,,,,40.72306087325767,-73.94434400921467,"(40.72306087325767, -73.94434400921467)"
32369919,01/08/2016 05:47:00 PM,01/09/2016 06:16:42 AM,NYPD,New York City Police Department,Vending,Unlicensed,Street/Sidewalk,10019,729 7 AVENUE,7 AVENUE,WEST 48 STREET,WEST 49 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,01/09/2016 01:47:00 AM,The Police Department responded to the complaint and determined that police action was not necessary.,01/09/2016 06:16:42 AM,05 MANHATTAN,1010017501,MANHATTAN,988690,216203,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76010264469332,-73.98397290408673,"(40.76010264469332, -73.98397290408673)"
32369920,01/09/2016 12:43:42 AM,01/09/2016 07:36:10 AM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Club/Bar/Restaurant,11237,254 IRVING AVENUE,IRVING AVENUE,BLEECKER STREET,MENAHAN STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/09/2016 08:43:42 AM,The Police Department responded to the complaint and took action to fix the condition.,01/09/2016 07:36:10 AM,04 BROOKLYN,3033090022,BROOKLYN,1007504,194320,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70000972722279,-73.91613553987794,"(40.70000972722279, -73.91613553987794)"
32369921,01/09/2016 01:17:42 AM,01/09/2016 03:31:22 AM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10036,315 WEST 46 STREET,WEST 46 STREET,8 AVENUE,9 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,01/09/2016 09:17:42 AM,The Police Department responded to the complaint and determined that police action was not necessary.,01/09/2016 03:31:22 AM,04 MANHATTAN,1010370024,MANHATTAN,987400,216201,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.76009770891911,-73.98862942607076,"(40.76009770891911, -73.98862942607076)"
32369922,01/08/2016 03:53:00 PM,01/12/2016 01:45:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Head,,11354,,,,,NORTHERN BOULEVARD,UNION STREET,INTERSECTION,Flushing,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,01/12/2016 01:45:00 PM,07 QUEENS,,QUEENS,1031856,217648,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.76394173841055,-73.8281463079408,"(40.76394173841055, -73.8281463079408)"
32369924,01/08/2016 02:01:43 PM,02/17/2016 06:02:21 PM,DOT,Department of Transportation,Highway Condition,Graffiti - Highway,Highway,11104,,,,,,,,LONG ISLAND CITY,,N/A,Closed,02/18/2016 07:22:21 PM,The Department of Transportation has determined that this issue is not within its jurisdiction.,02/17/2016 06:02:21 PM,02 QUEENS,,QUEENS,1004704,207480,PHONE,Unspecified,QUEENS,,,,Long Island Expwy,West/Manhattan Bound,Roadway,Greenpoint Ave (Exit 16) - Van Dam St (Exit 15),40.73613766800504,-73.92619361450596,"(40.73613766800504, -73.92619361450596)"
32369925,01/08/2016 12:21:18 PM,01/13/2016 10:25:03 AM,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11416,97-30 90 STREET,90 STREET,97 AVENUE,101 AVENUE,,,ADDRESS,OZONE PARK,,N/A,Closed,02/07/2016 12:21:18 PM,A sidewalk dismissal inspection (work done by owner) has been scheduled.  Department of Transportation is in direct contact with the responsible party.,01/13/2016 10:25:03 AM,09 QUEENS,4090630019,QUEENS,1025577,188682,PHONE,Unspecified,QUEENS,,,,,,,,40.68446879401716,-73.85099079964974,"(40.68446879401716, -73.85099079964974)"
32369926,01/08/2016 03:20:04 PM,01/13/2016 10:06:48 AM,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11354,33-41 155 STREET,155 STREET,33 AVENUE,35 AVENUE,,,ADDRESS,FLUSHING,,N/A,Closed,02/07/2016 03:20:04 PM,A sidewalk dismissal inspection (work done by owner) has been scheduled.  Department of Transportation is in direct contact with the responsible party.,01/13/2016 10:06:48 AM,07 QUEENS,4052400022,QUEENS,1037008,219149,PHONE,Unspecified,QUEENS,,,,,,,,40.76803234167315,-73.80953629165147,"(40.76803234167315, -73.80953629165147)"
32369927,01/08/2016 08:42:00 AM,01/11/2016 12:00:00 PM,DSNY,BCC - Staten Island,Missed Collection (All Materials),1R Missed Recycling-All Materials,Sidewalk,10303,195 GRANDVIEW AVENUE,GRANDVIEW AVENUE,DAVIDSON STREET,DEAD END,,,ADDRESS,STATEN ISLAND,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/11/2016 12:00:00 PM,01 STATEN ISLAND,5012560086,STATEN ISLAND,938423,170675,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.63502147834247,-74.16511204631911,"(40.63502147834247, -74.16511204631911)"
32369928,01/09/2016 12:27:48 AM,01/09/2016 06:42:51 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11206,249 VARET STREET,VARET STREET,WHITE STREET,BOGART STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/09/2016 08:27:48 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/09/2016 06:42:51 AM,01 BROOKLYN,3031100028,BROOKLYN,1002500,195792,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70406175577045,-73.93417823438058,"(40.70406175577045, -73.93417823438058)"
32369932,01/08/2016 01:58:24 PM,02/17/2016 05:52:42 PM,DOT,Department of Transportation,Highway Condition,Graffiti - Highway,Highway,11104,,,,,,,,LONG ISLAND CITY,,N/A,Closed,02/18/2016 07:21:14 PM,The Department of Transportation has determined that this issue is not within its jurisdiction.,02/17/2016 05:52:43 PM,02 QUEENS,,QUEENS,1004704,207480,PHONE,Unspecified,QUEENS,,,,Long Island Expwy,West/Manhattan Bound,Roadway,Greenpoint Ave (Exit 16) - Van Dam St (Exit 15),40.73613766800504,-73.92619361450596,"(40.73613766800504, -73.92619361450596)"
32369934,01/08/2016 09:54:00 AM,01/09/2016 12:00:00 PM,DSNY,BCC - Brooklyn South,Missed Collection (All Materials),1R Missed Recycling-All Materials,Sidewalk,11218,201 ALBEMARLE ROAD,ALBEMARLE ROAD,EAST 2 STREET,EAST 3 STREET,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,The Department of Sanitation picked up the items and determined that the missed collection complaint was not warranted.,01/09/2016 12:00:00 PM,12 BROOKLYN,3053250049,BROOKLYN,990198,174364,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64526354262952,-73.97856642085794,"(40.64526354262952, -73.97856642085794)"
32369942,01/09/2016 02:01:42 AM,01/09/2016 06:38:11 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11216,96 HALSEY STREET,HALSEY STREET,NOSTRAND AVENUE,MARCY AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/09/2016 10:01:42 AM,The Police Department responded to the complaint and took action to fix the condition.,01/09/2016 06:38:11 AM,03 BROOKLYN,3018440001,BROOKLYN,998323,187702,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68186420916796,-73.94926020086692,"(40.68186420916796, -73.94926020086692)"
32369944,01/06/2016 01:41:32 PM,01/07/2016 09:29:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,10465,2730 HARDING AVENUE,HARDING AVENUE,BALCOM AVENUE,HUNTINGTON AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,01/07/2016 09:29:00 AM,10 BRONX,2055950081,BRONX,1033663,236197,UNKNOWN,Unspecified,BRONX,,,,,,,,40.81484374107632,-73.82148674884853,"(40.81484374107632, -73.82148674884853)"
32369945,01/06/2016 01:34:10 PM,01/07/2016 01:40:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,10461,155 WESTCHESTER AVENUE,WESTCHESTER AVENUE,LANE AVENUE,SEABURY AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,01/07/2016 01:40:00 PM,10 BRONX,2038580001,BRONX,1027500,245082,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8392628160538,-73.84369435618568,"(40.8392628160538, -73.84369435618568)"
32369949,01/06/2016 09:24:01 AM,01/07/2016 08:00:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,10471,695 WEST  246 STREET,WEST  246 STREET,BEND,BEND,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,01/07/2016 08:00:00 AM,08 BRONX,2059250580,BRONX,1008045,264555,UNKNOWN,Unspecified,BRONX,,,,,,,,40.89278411238546,-73.91393558317903,"(40.89278411238546, -73.91393558317903)"
32369950,01/07/2016 02:30:55 PM,01/08/2016 01:05:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11419,108 STREET,108 STREET,107 AVENUE,LIBERTY AVENUE,,,BLOCKFACE,South Richmond Hill,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,01/08/2016 01:05:00 PM,10 QUEENS,,QUEENS,1030487,188040,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.68268236669476,-73.83329168185985,"(40.68268236669476, -73.83329168185985)"
32369951,01/06/2016 11:19:48 AM,01/07/2016 11:11:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11413,,,,,184 STREET,SOUTH CONDUIT AVENUE,INTERSECTION,Springfield Gardens,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,01/07/2016 11:11:00 AM,13 QUEENS,,QUEENS,1050601,181992,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.66595410725681,-73.76083014436087,"(40.66595410725681, -73.76083014436087)"
32369952,01/06/2016 11:10:50 AM,01/07/2016 08:27:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11434,SOUTH CONDUIT AVENUE,SOUTH CONDUIT AVENUE,166 STREET,ROCKAWAY BOULEVARD,,,BLOCKFACE,Jamaica,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,01/07/2016 08:27:00 AM,13 QUEENS,,QUEENS,1045517,182290,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.66680868903203,-73.77915322148714,"(40.66680868903203, -73.77915322148714)"
32369953,01/06/2016 09:00:37 AM,01/07/2016 01:18:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11694,,,,,BEACH CHANNEL DRIVE,CRONSTON AVENUE,INTERSECTION,Rockaway Park,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,01/07/2016 01:18:00 PM,14 QUEENS,,QUEENS,1027049,151036,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.5811316795774,-73.84592209925724,"(40.5811316795774, -73.84592209925724)"
32369954,01/08/2016 07:19:00 AM,01/09/2016 12:00:00 PM,DSNY,BCC - Queens East,Missed Collection (All Materials),1R Missed Recycling-All Materials,Sidewalk,11366,73-72 197 STREET,197 STREET,73 AVENUE,75 AVENUE,,,ADDRESS,Fresh Meadows,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/09/2016 12:00:00 PM,08 QUEENS,4071840041,QUEENS,1046616,207202,PHONE,Unspecified,QUEENS,,,,,,,,40.735178396347685,-73.77496102038924,"(40.735178396347685, -73.77496102038924)"
32369955,01/08/2016 01:04:00 PM,01/12/2016 12:00:00 PM,DSNY,BCC - Staten Island,Missed Collection (All Materials),2R Bulk-Missed Recy Collection,Sidewalk,10306,720 TYSENS LANE,TYSENS LANE,MILL ROAD,WEED AVENUE,,,ADDRESS,STATEN ISLAND,,DSNY Garage,Closed,,The Department of Sanitation picked up the items and determined that the missed collection complaint was not warranted.,01/12/2016 12:00:00 PM,03 STATEN ISLAND,5040580237,STATEN ISLAND,953293,143672,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.56096821633621,-74.11141262209657,"(40.56096821633621, -74.11141262209657)"
32369956,01/07/2016 03:00:16 PM,01/08/2016 01:59:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11219,63 STREET,63 STREET,10 AVENUE,11 AVENUE,,,BLOCKFACE,BROOKLYN,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,01/08/2016 01:59:00 PM,10 BROOKLYN,,BROOKLYN,982634,168973,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.63046824806179,-74.00582195441585,"(40.63046824806179, -74.00582195441585)"
32369957,01/08/2016 12:00:00 AM,01/15/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11221,843 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,STUYVESANT AVENUE,BEND,,,ADDRESS,BROOKLYN,,N/A,Closed,02/07/2016 08:59:40 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/15/2016 12:00:00 AM,03 BROOKLYN,3015900032,BROOKLYN,1002465,192707,PHONE,Unspecified,BROOKLYN,,,,,,,,40.695594225965685,-73.93431281142885,"(40.695594225965685, -73.93431281142885)"
32369960,01/08/2016 09:40:00 AM,01/09/2016 12:00:00 PM,DSNY,Queens East 12,Missed Collection (All Materials),2 Bulk-Missed Collection,Sidewalk,11434,161-29 121 AVENUE,121 AVENUE,LONG STREET,GUY R BREWER BOULEVARD,,,ADDRESS,Jamaica,,N/A,Closed,,"The Department of Sanitation picked up the items. Due to conditions or operational needs, service was rescheduled.",01/09/2016 12:00:00 PM,12 QUEENS,4122520039,QUEENS,1044761,186889,PHONE,Unspecified,QUEENS,,,,,,,,40.67943707160619,-73.7818370466211,"(40.67943707160619, -73.7818370466211)"
32369964,01/08/2016 08:45:11 PM,01/14/2016 09:00:31 AM,DOT,Department of Transportation,Broken Muni Meter,Out of Order,Street,10018,9 AVENUE,9 AVENUE,WEST 40 STREET,WEST 41 STREET,,,BLOCKFACE,NEW YORK,,N/A,Closed,01/28/2016 08:45:11 PM,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",01/14/2016 09:00:31 AM,04 MANHATTAN,,MANHATTAN,986058,215170,PHONE,Unspecified,MANHATTAN,,,,,,,,40.757268253908435,-73.99347392877365,"(40.757268253908435, -73.99347392877365)"
32369965,01/08/2016 10:13:10 PM,01/13/2016 08:37:39 AM,DOT,Department of Transportation,Broken Muni Meter,Out of Order,Street,10036,,,,,WEST   42 STREET,7 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,01/28/2016 10:13:10 PM,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",01/13/2016 08:37:40 AM,05 MANHATTAN,,MANHATTAN,987866,214721,PHONE,Unspecified,MANHATTAN,,,,,,,,40.75603530883254,-73.98694809910084,"(40.75603530883254, -73.98694809910084)"
32369969,01/08/2016 11:16:00 AM,01/09/2016 12:00:00 PM,DSNY,Queens East 10,Missed Collection (All Materials),2 Bulk-Missed Collection,Sidewalk,11414,155-40 79 STREET,79 STREET,155 AVENUE,156 AVENUE,,,ADDRESS,Howard Beach,,N/A,Closed,,The Department of Sanitation picked up the items and determined that the complaint was not warranted.,01/09/2016 12:00:00 PM,10 QUEENS,4114580038,QUEENS,1024614,180944,PHONE,Unspecified,QUEENS,,,,,,,,40.66323419646532,-73.8545093388474,"(40.66323419646532, -73.8545093388474)"
32369970,01/08/2016 11:29:00 AM,01/09/2016 12:00:00 PM,DSNY,BCC - Brooklyn South,Missed Collection (All Materials),2 Bulk-Missed Collection,Sidewalk,11231,107 3 PLACE,3 PLACE,COURT STREET,DEAD END,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,The Department of Sanitation picked up the items.,01/09/2016 12:00:00 PM,06 BROOKLYN,3004630041,BROOKLYN,985008,186500,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67857614661495,-73.99726718757044,"(40.67857614661495, -73.99726718757044)"
32369971,01/08/2016 09:12:00 AM,01/09/2016 12:00:00 PM,DSNY,BCC - Brooklyn South,Missed Collection (All Materials),2 Bulk-Missed Collection,Sidewalk,11231,63 3 PLACE,3 PLACE,CLINTON STREET,COURT STREET,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,The Department of Sanitation picked up the items.,01/09/2016 12:00:00 PM,06 BROOKLYN,3003660048,BROOKLYN,984561,186664,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67902631647684,-73.99887874617073,"(40.67902631647684, -73.99887874617073)"
32369972,01/08/2016 10:05:00 AM,01/13/2016 12:00:00 PM,DSNY,BCC - Queens East,Missed Collection (All Materials),2R Bulk-Missed Recy Collection,Sidewalk,11354,144-50 38 AVENUE,38 AVENUE,PARSONS BOULEVARD,147 STREET,,,ADDRESS,Flushing,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/13/2016 12:00:00 PM,07 QUEENS,4050240024,QUEENS,1033832,217373,PHONE,Unspecified,QUEENS,,,,,,,,40.763176074667946,-73.8210151605052,"(40.763176074667946, -73.8210151605052)"
32369980,01/08/2016 08:51:33 PM,02/10/2016 11:43:48 AM,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11365,53-45 194 STREET,194 STREET,53 AVENUE,56 AVENUE,,,ADDRESS,FRESH MEADOWS,,N/A,Closed,02/10/2016 09:32:14 AM,The Department of Parks and Recreation inspected but the condition was not found.,02/10/2016 11:43:48 AM,11 QUEENS,4056650041,QUEENS,1043985,211418,OTHER,Unspecified,QUEENS,,,,,,,,40.74676839303234,-73.78441713657763,"(40.74676839303234, -73.78441713657763)"
32369981,01/08/2016 04:48:58 PM,01/13/2016 08:21:18 AM,DOT,Department of Transportation,Broken Muni Meter,Out of Order,Street,10010,,,,,EAST   25 STREET,PARK AVENUE SOUTH,INTERSECTION,NEW YORK,,N/A,Closed,01/28/2016 04:48:58 PM,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",01/13/2016 08:21:18 AM,05 MANHATTAN,,MANHATTAN,988288,209415,PHONE,Unspecified,MANHATTAN,,,,,,,,40.741471492629046,-73.98542808204093,"(40.741471492629046, -73.98542808204093)"
32369985,01/08/2016 11:51:00 AM,01/13/2016 10:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Chimney or vent (AS1)",,10025,WEST   92 STREET,WEST   92 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,,,BLOCKFACE,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,01/13/2016 10:00:00 AM,07 MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,
32369986,01/08/2016 08:19:57 AM,01/28/2016 09:17:53 AM,DOT,Department of Transportation,Broken Muni Meter,Out of Order,Street,11229,2825 NOSTRAND AVENUE,NOSTRAND AVENUE,KINGS HIGHWAY,MARINE PARKWAY,,,ADDRESS,BROOKLYN,,N/A,Closed,01/28/2016 08:19:57 AM,The Department of Transportation has completed the request or corrected the condition.,01/28/2016 09:17:53 AM,18 BROOKLYN,3076920038,BROOKLYN,999606,163493,PHONE,Unspecified,BROOKLYN,,,,,,,,40.61541363405179,-73.94468949548822,"(40.61541363405179, -73.94468949548822)"
32369989,01/08/2016 02:30:00 PM,01/09/2016 01:35:00 PM,DOT,Department of Transportation,Traffic Signal Condition,LED Lense,,11235,,,,,BEDFORD AVENUE,VOORHIES AVENUE,INTERSECTION,BROOKLYN,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,01/09/2016 01:35:00 PM,15 BROOKLYN,,BROOKLYN,999763,153063,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.58678513313668,-73.9441479532623,"(40.58678513313668, -73.9441479532623)"
32369990,01/08/2016 01:18:38 PM,01/11/2016 09:15:21 AM,DOF,Correspondence Unit,DOF Property - Request Copy,Copy of Account Information,Property Address,11412,,,,,,,ADDRESS,SAINT ALBANS,,N/A,Closed,01/13/2016 01:18:38 PM,The Department of Finance mailed the requested item.,01/11/2016 09:15:21 AM,12 QUEENS,4110400038,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,
